bound.0.025,bound.0.25,bound.0.75,bound.0.975,station,mean_estimate
53.34670913589696,63.056740068136094,82.4332209912488,101.20794192190158,Wien Hohe Warte,70.56136244020878
54.080421863278545,64.72332101600685,84.64420660714353,105.14560276725965,Wien Mariabrunn,72.43917921934586
47.80973192428399,56.98972804168652,74.46575622641627,91.9882054647766,Wien Unterlaa,63.80305761819212
53.02857380666689,64.01977042710445,83.99029556309448,104.6620646429437,Wien Jubiläumswarte,71.65903061524736
56.102169121156464,67.39048796979935,88.03157514049916,109.53962046989038,Brunn am Gebirge,75.26148490321646
56.42062895846705,66.8129920753677,87.26254145660032,107.05473484388774,Wien Innere Stadt,74.63307139188554
48.35820145775726,58.09834720658758,75.77395206440355,93.1436399949058,Wien Donaufeld,64.82735653430073
56.30410735883356,68.32983536017277,89.71844375231359,113.04768014488027,Schwechat Flughafen,76.51090024293346
