date,obs,p,rp
1971-06-19T00:00:00Z,15.100000000000001,0.4493927125506073,0.6053921568627451
1971-06-20T00:00:00Z,14.4,0.340080971659919,0.5051124744376277
1971-08-01T00:00:00Z,28.2,0.8481781376518218,2.195555555555555
1972-03-01T00:00:00Z,13.1,0.1700404858299595,0.40162601626016264
1972-07-14T00:00:00Z,12.3,0.012145748987854251,0.3374316939890711
1973-06-23T00:00:00Z,37.199999999999996,0.9230769230769231,4.333333333333337
1973-07-21T00:00:00Z,13.5,0.23279352226720648,0.4344766930518909
1975-05-31T00:00:00Z,15.5,0.4817813765182186,0.6432291666666666
1975-07-01T00:00:00Z,15.9,0.5060728744939271,0.6748633879781422
1975-07-05T00:00:00Z,14.6,0.3724696356275304,0.5311827956989247
1975-08-17T00:00:00Z,17.3,0.5769230769230769,0.7878787878787877
1976-05-20T00:00:00Z,25.799999999999997,0.7975708502024291,1.6466666666666665
1977-06-21T00:00:00Z,22.200000000000003,0.7408906882591093,1.2864583333333333
1977-07-05T00:00:00Z,12.3,0.012145748987854251,0.3374316939890711
1977-07-21T00:00:00Z,24.6,0.7813765182186235,1.5246913580246917
1977-08-09T00:00:00Z,12.7,0.06882591093117409,0.35797101449275365
1977-09-04T00:00:00Z,16.5,0.5425101214574899,0.728613569321534
1977-09-09T00:00:00Z,13.9,0.2793522267206478,0.4625468164794008
1978-05-23T00:00:00Z,26.400000000000002,0.8097165991902834,1.7517730496453898
1979-06-14T00:00:00Z,13.3,0.20850202429149797,0.42114236999147486
1981-07-17T00:00:00Z,14.1,0.2975708502024291,0.47454370797310275
1981-07-25T00:00:00Z,13.2,0.1902834008097166,0.4116666666666667
1982-07-16T00:00:00Z,16.700000000000003,0.5506072874493927,0.7417417417417417
1982-09-23T00:00:00Z,12.8,0.0931174089068826,0.3675595238095238
1983-04-29T00:00:00Z,12.7,0.06882591093117409,0.35797101449275365
1983-05-23T00:00:00Z,15.9,0.5060728744939271,0.6748633879781422
1983-06-14T00:00:00Z,18.4,0.6578947368421053,0.97435897435897445
1983-06-22T00:00:00Z,29.9,0.8603238866396761,2.3864734299516903
1984-09-16T00:00:00Z,14.6,0.3724696356275304,0.5311827956989247
1984-10-04T00:00:00Z,15.899999999999999,0.4979757085020243,0.6639784946236559
1985-08-07T00:00:00Z,13.399999999999999,0.22064777327935223,0.4277056277056277
1986-07-19T00:00:00Z,13.2,0.1902834008097166,0.4116666666666667
1986-08-05T00:00:00Z,35.2,0.902834008097166,3.430555555555555
1986-08-12T00:00:00Z,46.400000000000006,0.979757085020243,16.466666666666693
1987-06-04T00:00:00Z,32.8,0.8866396761133604,2.9404761904761916
1987-07-23T00:00:00Z,28.099999999999998,0.8421052631578947,2.1111111111111103
1988-07-07T00:00:00Z,13.3,0.20850202429149797,0.42114236999147486
1989-05-10T00:00:00Z,23.2,0.757085020242915,1.3722222222222225
1989-06-05T00:00:00Z,15.2,0.4534412955465587,0.6098765432098766
1989-08-09T00:00:00Z,45.3,0.97165991902834,11.761904761904743
1989-08-19T00:00:00Z,15.4,0.4757085020242915,0.6357786357786358
1991-05-17T00:00:00Z,12.9,0.1214574898785425,0.3794162826420891
1992-06-12T00:00:00Z,13.5,0.23279352226720648,0.4344766930518909
1992-07-11T00:00:00Z,20.5,0.7206477732793523,1.1932367149758456
1992-10-05T00:00:00Z,16.8,0.5546558704453441,0.7484848484848485
1993-06-12T00:00:00Z,13.1,0.1700404858299595,0.40162601626016264
1993-08-23T00:00:00Z,14.3,0.32186234817813764,0.4915422885572139
1994-04-11T00:00:00Z,13.6,0.24898785425101214,0.4438454627133872
1994-04-12T00:00:00Z,14.5,0.354251012145749,0.51619644723092994
1994-06-03T00:00:00Z,14.399999999999999,0.3299595141700405,0.4974823766364551
1994-07-19T00:00:00Z,43.7,0.9635627530364372,9.148148148148145
1994-07-20T00:00:00Z,12.4,0.030364372469635626,0.34377174669450244
1994-08-24T00:00:00Z,19.7,0.6983805668016194,1.1051454138702461
1995-04-06T00:00:00Z,19.6,0.6923076923076923,1.0833333333333333
1995-06-07T00:00:00Z,30.4,0.8704453441295547,2.5729166666666665
1995-06-09T00:00:00Z,15,0.4291497975708502,0.5839243498817968
1995-06-12T00:00:00Z,19,0.680161943319838,1.0421940928270041
1995-09-15T00:00:00Z,21.3,0.728744939271255,1.2288557213930347
1996-05-25T00:00:00Z,12.6,0.044534412955465584,0.3488700564971751
1996-06-22T00:00:00Z,23.4,0.7611336032388664,1.3954802259887005
1996-08-13T00:00:00Z,17.1,0.5668016194331984,0.7694704049844238
1996-09-23T00:00:00Z,12.6,0.044534412955465584,0.3488700564971751
1997-07-05T00:00:00Z,14.5,0.354251012145749,0.51619644723092994
1997-07-07T00:00:00Z,14.2,0.3076923076923077,0.48148148148148145
1998-07-07T00:00:00Z,39.3,0.951417004048583,6.86111111111111
1998-07-27T00:00:00Z,27.6,0.8319838056680162,1.983935742971888
1998-09-05T00:00:00Z,16.7,0.5465587044534413,0.7351190476190478
1999-05-20T00:00:00Z,18.9,0.6740890688259109,1.0227743271221532
1999-06-16T00:00:00Z,13.2,0.1902834008097166,0.4116666666666667
1999-08-09T00:00:00Z,18.3,0.64574898785425106,0.9409523809523811
1999-08-10T00:00:00Z,18.3,0.64574898785425106,0.9409523809523811
1999-09-21T00:00:00Z,12.200000000000001,0.004048582995951417,0.3346883468834689
2000-05-18T00:00:00Z,21.5,0.7327935222672065,1.2474747474747476
2000-08-06T00:00:00Z,12.6,0.044534412955465584,0.3488700564971751
2000-09-16T00:00:00Z,27.6,0.8319838056680162,1.983935742971888
2000-10-03T00:00:00Z,14.100000000000001,0.30364372469635625,0.4786821705426356
2002-05-13T00:00:00Z,26.5,0.8157894736842105,1.8095238095238093
2002-08-11T00:00:00Z,43.599999999999994,0.9595141700404858,8.233333333333324
2003-05-13T00:00:00Z,47.900000000000006,0.9838056680161943,20.583333333333282
2004-06-09T00:00:00Z,27.2,0.8259109311740891,1.9147286821705427
2004-07-01T00:00:00Z,34.5,0.8987854251012146,3.2933333333333348
2005-06-30T00:00:00Z,14.4,0.340080971659919,0.5051124744376277
2005-08-21T00:00:00Z,19.3,0.6882591093117408,1.0692640692640691
2006-07-09T00:00:00Z,14.6,0.3724696356275304,0.5311827956989247
2006-08-14T00:00:00Z,37.4,0.9331983805668016,4.989898989898989
2006-08-22T00:00:00Z,13.799999999999999,0.26720647773279355,0.45488029465930024
2007-05-05T00:00:00Z,12.7,0.06882591093117409,0.35797101449275365
2007-06-10T00:00:00Z,18.200000000000003,0.6356275303643725,0.9148148148148149
2007-06-22T00:00:00Z,12.8,0.0931174089068826,0.3675595238095238
2007-07-30T00:00:00Z,13,0.14777327935222673,0.391132224861441
2007-08-09T00:00:00Z,18,0.6093117408906883,0.8531951640759932
2007-09-27T00:00:00Z,14.299999999999999,0.31376518218623484,0.48574237954768934
2007-09-28T00:00:00Z,13.299999999999999,0.19838056680161945,0.4158249158249158
2008-04-21T00:00:00Z,18.4,0.6578947368421053,0.97435897435897445
2008-05-18T00:00:00Z,16.9,0.5587044534412956,0.7553516819571867
2008-06-24T00:00:00Z,16.4,0.5303643724696356,0.7097701149425287
2008-06-25T00:00:00Z,26.5,0.8157894736842105,1.8095238095238093
2008-07-31T00:00:00Z,14,0.2894736842105263,0.46913580246913583
2009-06-22T00:00:00Z,13.5,0.23279352226720648,0.4344766930518909
2009-07-01T00:00:00Z,30.200000000000003,0.8663967611336032,2.4949494949494944
2009-07-06T00:00:00Z,17.7,0.5951417004048583,0.8233333333333333
2009-07-23T00:00:00Z,36.6,0.9149797570850202,3.9206349206349196
2009-08-10T00:00:00Z,22.5,0.7449392712550608,1.3068783068783072
2009-08-29T00:00:00Z,14.799999999999999,0.4048582995951417,0.5600907029478458
2010-05-30T00:00:00Z,12.700000000000001,0.08502024291497975,0.364306784660767
2010-06-16T00:00:00Z,12.7,0.06882591093117409,0.35797101449275365
2010-07-29T00:00:00Z,12.9,0.1214574898785425,0.3794162826420891
2010-08-06T00:00:00Z,13.7,0.2591093117408907,0.44990892531876137
2010-08-13T00:00:00Z,18.9,0.6740890688259109,1.0227743271221532
2010-09-25T00:00:00Z,12.7,0.06882591093117409,0.35797101449275365
2011-05-27T00:00:00Z,12.9,0.1214574898785425,0.3794162826420891
2011-06-04T00:00:00Z,15.200000000000001,0.4574898785425101,0.6144278606965173
2011-06-08T00:00:00Z,27.9,0.8380566801619433,2.0583333333333336
2011-06-23T00:00:00Z,13,0.14777327935222673,0.391132224861441
2011-07-22T00:00:00Z,13.6,0.24898785425101214,0.4438454627133872
2012-07-08T00:00:00Z,18,0.6093117408906883,0.8531951640759932
2012-07-19T00:00:00Z,12.7,0.06882591093117409,0.35797101449275365
2012-07-25T00:00:00Z,14.600000000000001,0.38866396761133604,0.5452538631346578
2013-05-07T00:00:00Z,20.1,0.7105263157894737,1.1515151515151516
2013-05-21T00:00:00Z,24.5,0.771255060728745,1.457227138643068
2013-06-11T00:00:00Z,14.6,0.3724696356275304,0.5311827956989247
2013-06-24T00:00:00Z,14.6,0.3724696356275304,0.5311827956989247
2013-09-16T00:00:00Z,15.6,0.48582995951417,0.6482939632545931
2013-09-17T00:00:00Z,12.4,0.030364372469635626,0.34377174669450244
2014-04-24T00:00:00Z,15.399999999999999,0.4676113360323887,0.6261089987325729
2014-05-11T00:00:00Z,13.399999999999999,0.22064777327935223,0.4277056277056277
2014-05-24T00:00:00Z,62.099999999999994,0.9959514170040485,82.33333333333256
2014-05-27T00:00:00Z,13,0.14777327935222673,0.391132224861441
2014-07-30T00:00:00Z,20.3,0.7165991902834008,1.1761904761904762
2014-08-23T00:00:00Z,35.400000000000006,0.9068825910931174,3.5797101449275366
2014-09-13T00:00:00Z,13.1,0.1700404858299595,0.40162601626016264
2016-05-13T00:00:00Z,29.3,0.854251012145749,2.2870370370370363
2016-05-24T00:00:00Z,12.3,0.012145748987854251,0.3374316939890711
2016-06-26T00:00:00Z,26.8,0.8218623481781376,1.871212121212121
2016-07-12T00:00:00Z,12.899999999999999,0.10323886639676114,0.37170805116629047
2016-08-21T00:00:00Z,14.899999999999999,0.41295546558704455,0.567816091954023
2017-07-10T00:00:00Z,12.399999999999999,0.020242914979757085,0.3402203856749311
2017-08-10T00:00:00Z,15,0.4291497975708502,0.5839243498817968
2018-05-02T00:00:00Z,13.3,0.20850202429149797,0.42114236999147486
2018-05-08T00:00:00Z,19.700000000000003,0.7044534412955465,1.1278538812785388
2018-07-10T00:00:00Z,40.199999999999996,0.9554655870445344,7.484848484848489
2018-07-26T00:00:00Z,14.9,0.4190283400809717,0.5737514518002323
2018-09-01T00:00:00Z,17,0.562753036437247,0.7623456790123456
2018-09-02T00:00:00Z,12.600000000000001,0.05263157894736842,0.35185185185185186
2018-10-24T00:00:00Z,15.1,0.44129554655870445,0.5966183574879228
2018-12-24T00:00:00Z,15,0.4291497975708502,0.5839243498817968
2019-06-07T00:00:00Z,34.1,0.8947368421052632,3.1666666666666665
2020-05-23T00:00:00Z,15.399999999999999,0.4676113360323887,0.6261089987325729
2020-07-28T00:00:00Z,37.5,0.9392712550607287,5.488888888888887
2020-08-13T00:00:00Z,37.3,0.9271255060728745,4.574074074074073
2020-09-25T00:00:00Z,13.6,0.24898785425101214,0.4438454627133872
2020-10-12T00:00:00Z,15.600000000000001,0.4898785425101215,0.6534391534391536
2021-07-17T00:00:00Z,57.8,0.9919028340080972,41.16666666666684
2021-08-01T00:00:00Z,15.4,0.4757085020242915,0.6357786357786358
2021-08-16T00:00:00Z,12.8,0.0931174089068826,0.3675595238095238
2021-08-23T00:00:00Z,14.3,0.32186234817813764,0.4915422885572139
2022-09-14T00:00:00Z,28.2,0.8481781376518218,2.195555555555555
2023-06-06T00:00:00Z,44.2,0.9676113360323887,10.291666666666675
2023-06-08T00:00:00Z,25.3,0.7894736842105263,1.5833333333333333
2023-06-10T00:00:00Z,18.2,0.6295546558704453,0.8998178506375227
2023-09-13T00:00:00Z,18.3,0.64574898785425106,0.9409523809523811
